漢字,文字コード,コード,その他
角,住基ネット統一文字コード,J+BB45,MJ024283
楽,Unicode,U+697D,NULL
楽,JIS X 0213,1-19-58,面区点番号
楽,Shift_JIS-2004,8A79,NULL
楽,MJ文字図形名,MJ014245,NULL
楽,戸籍統一文字番号,171660,NULL
楽,住基ネット統一文字コード,J+697D,NULL
活,Unicode,U+6D3B,NULL
活,JIS X 0213,1-19-72,面区点番号
活,Shift_JIS-2004,8A88,NULL
活,MJ文字図形名,MJ015321,NULL
活,戸籍統一文字番号,196700,NULL
活,住基ネット統一文字コード,J+6D3B,NULL
間,Unicode,U+9593,NULL
間,JIS X 0213,1-20-54,面区点番号
間,Shift_JIS-2004,8AD4,NULL
間,MJ文字図形名,MJ027432,NULL
間,戸籍統一文字番号,468160,NULL
間,住基ネット統一文字コード,J+9593,NULL
顔,Unicode,U+9854,NULL
顔,JIS X 0213,1-20-73,面区点番号
顔,Shift_JIS-2004,8AE7,NULL
顔,MJ文字図形名,MJ028251,NULL
顔,戸籍統一文字番号,493710,NULL
顔,住基ネット統一文字コード,J+9854,NULL
岩,Unicode,U+5CA9,NULL
岩,JIS X 0213,1-20-68,面区点番号
岩,Shift_JIS-2004,8AE2,NULL
岩,MJ文字図形名,MJ010444,NULL
岩,戸籍統一文字番号,090540,NULL
岩,住基ネット統一文字コード,J+5CA9,NULL
丸,Unicode,U+4E38,NULL
丸,JIS X 0213,1-20-61,面区点番号
丸,Shift_JIS-2004,8ADB,NULL
丸,MJ文字図形名,MJ006358,NULL
丸,MJ文字図形名,MJ006359,NULL
丸,戸籍統一文字番号,001090,MJ006358
丸,戸籍統一文字番号,001100,MJ006359
丸,住基ネット統一文字コード,J+4E38,MJ006358
記,Unicode,U+8A18,NULL
記,JIS X 0213,1-21-13,面区点番号
記,Shift_JIS-2004,8B4C,NULL
記,MJ文字図形名,MJ024357,NULL
記,MJ文字図形名,MJ024358,NULL
記,戸籍統一文字番号,400260,MJ024357
記,戸籍統一文字番号,400360,MJ024358
記,住基ネット統一文字コード,J+8A18,MJ024357
記,住基ネット統一文字コード,J+BB4D,MJ024358
汽,Unicode,U+6C7D,NULL
汽,JIS X 0213,1-21-05,面区点番号
汽,Shift_JIS-2004,8B44,NULL
汽,MJ文字図形名,MJ015119,NULL
汽,戸籍統一文字番号,194190,NULL
汽,住基ネット統一文字コード,J+6C7D,NULL
帰,Unicode,U+5E30,NULL
帰,JIS X 0213,1-21-02,面区点番号
帰,Shift_JIS-2004,8B41,NULL
帰,MJ文字図形名,MJ010855,NULL
帰,MJ文字図形名,MJ010856,NULL
帰,MJ文字図形名,MJ010857,NULL
帰,戸籍統一文字番号,184910,MJ010855
帰,住基ネット統一文字コード,J+5E30,MJ010855
帰,住基ネット統一文字コード,J+B0A9,MJ010856
帰,住基ネット統一文字コード,J+B0AA,MJ010857
弓,Unicode,U+5F13,NULL
弓,JIS X 0213,1-21-61,面区点番号
弓,Shift_JIS-2004,8B7C,NULL
弓,MJ文字図形名,MJ011149,NULL
弓,MJ文字図形名,MJ057459,NULL
弓,MJ文字図形名,MJ059569,NULL
弓,戸籍統一文字番号,109590,MJ011149
弓,戸籍統一文字番号,109620,MJ057459
弓,住基ネット統一文字コード,J+5F13,MJ011149
弓,住基ネット統一文字コード,J+B106,MJ059569
牛,Unicode,U+725B,NULL
牛,JIS X 0213,1-21-77,面区点番号
牛,Shift_JIS-2004,8B8D,NULL
牛,MJ文字図形名,MJ016806,NULL
牛,戸籍統一文字番号,224260,NULL
牛,住基ネット統一文字コード,J+725B,NULL
魚,Unicode,U+9B5A,NULL
魚,JIS X 0213,1-21-91,面区点番号
魚,Shift_JIS-2004,8B9B,NULL
魚,MJ文字図形名,MJ029046,NULL
魚,戸籍統一文字番号,519850,NULL
魚,住基ネット統一文字コード,J+9B5A,NULL
教,Unicode,U+6559,NULL
教,JIS X 0213,1-22-21,面区点番号
教,Shift_JIS-2004,8BB3,NULL
教,MJ文字図形名,MJ012987,NULL
教,戸籍統一文字番号,147990,NULL
教,住基ネット統一文字コード,J+6559,NULL
強,Unicode,U+5F37,NULL
強,JIS X 0213,1-22-15,面区点番号
強,Shift_JIS-2004,8BAD,NULL
強,MJ文字図形名,MJ011196,NULL
強,戸籍統一文字番号,110910,NULL
強,住基ネット統一文字コード,J+5F37,NULL
近,Unicode,U+8FD1,NULL
近,JIS X 0213,1-22-65,面区点番号
近,Shift_JIS-2004,8BDF,NULL
近,MJ文字図形名,MJ025798,NULL
近,MJ文字図形名,MJ025799,NULL
近,戸籍統一文字番号,438090,MJ025798
近,戸籍統一文字番号,438450,MJ025799
近,住基ネット統一文字コード,J+8FD1,MJ025798
近,住基ネット統一文字コード,J+BC4B,MJ025799
今,Unicode,U+4ECA,NULL
今,JIS X 0213,1-26-03,面区点番号
今,Shift_JIS-2004,8DA1,NULL
今,MJ文字図形名,MJ006508,NULL
今,戸籍統一文字番号,004420,NULL
今,住基ネット統一文字コード,J+4ECA,NULL
兄,Unicode,U+5144,NULL
兄,JIS X 0213,1-23-27,面区点番号
兄,Shift_JIS-2004,8C5A,NULL
兄,MJ文字図形名,MJ007214,NULL
兄,戸籍統一文字番号,015550,NULL
兄,住基ネット統一文字コード,J+5144,NULL
形,Unicode,U+5F62,NULL
形,JIS X 0213,1-23-33,面区点番号
形,Shift_JIS-2004,8C60,NULL
形,MJ文字図形名,MJ011253,NULL
形,MJ文字図形名,MJ011254,NULL
形,戸籍統一文字番号,112780,MJ011253
形,戸籍統一文字番号,112900,MJ011254
形,住基ネット統一文字コード,J+5F62,MJ011253
京,Unicode,U+4EAC,NULL
京,JIS X 0213,1-21-94,面区点番号
京,Shift_JIS-2004,8B9E,NULL
京,MJ文字図形名,MJ006475,NULL
京,戸籍統一文字番号,003680,NULL
京,住基ネット統一文字コード,J+4EAC,NULL
計,Unicode,U+8A08,NULL
計,JIS X 0213,1-23-55,面区点番号
計,Shift_JIS-2004,8C76,NULL
計,MJ文字図形名,MJ024338,NULL
計,戸籍統一文字番号,400020,NULL
計,住基ネット統一文字コード,J+8A08,NULL
原,Unicode,U+539F,NULL
原,JIS X 0213,1-24-22,面区点番号
原,Shift_JIS-2004,8CB4,NULL
原,MJ文字図形名,MJ007940,NULL
原,戸籍統一文字番号,034330,NULL
原,住基ネット統一文字コード,J+539F,NULL
言,Unicode,U+8A00,NULL
言,JIS X 0213,1-24-32,面区点番号
言,Shift_JIS-2004,8CBE,NULL
言,MJ文字図形名,MJ024331,NULL
言,戸籍統一文字番号,399890,NULL
言,住基ネット統一文字コード,J+8A00,NULL
元,Unicode,U+5143,NULL
元,JIS X 0213,1-24-21,面区点番号
元,Shift_JIS-2004,8CB3,NULL
元,MJ文字図形名,MJ007213,NULL
元,戸籍統一文字番号,015490,NULL
元,住基ネット統一文字コード,J+5143,NULL
古,Unicode,U+53E4,NULL
古,JIS X 0213,1-24-37,面区点番号
古,Shift_JIS-2004,8CC3,NULL
古,MJ文字図形名,MJ008024,NULL
古,戸籍統一文字番号,037570,NULL
古,住基ネット統一文字コード,J+53E4,NULL
戸,Unicode,U+6238,NULL
戸,JIS X 0213,1-24-45,面区点番号
戸,Shift_JIS-2004,8CCB,NULL
戸,MJ文字図形名,MJ012108,NULL
戸,戸籍統一文字番号,131800,NULL
戸,住基ネット統一文字コード,J+6238,NULL
語,Unicode,U+8A9E,NULL
語,JIS X 0213,1-24-76,面区点番号
語,Shift_JIS-2004,8CEA,NULL
語,MJ文字図形名,MJ024515,NULL
語,戸籍統一文字番号,403360,NULL
語,住基ネット統一文字コード,J+8A9E,NULL
午,Unicode,U+5348,NULL
午,JIS X 0213,1-24-65,面区点番号
午,Shift_JIS-2004,8CDF,NULL
午,MJ文字図形名,MJ007841,NULL
午,戸籍統一文字番号,031320,NULL
午,住基ネット統一文字コード,J+5348,NULL
後,Unicode,U+5F8C,NULL
後,JIS X 0213,1-24-69,面区点番号
後,Shift_JIS-2004,8CE3,NULL
後,MJ文字図形名,MJ011302,NULL
後,MJ文字図形名,MJ011303,NULL
後,戸籍統一文字番号,114130,MJ011302
後,戸籍統一文字番号,114200,MJ011303
後,住基ネット統一文字コード,J+5F8C,MJ011303
広,Unicode,U+5E83,NULL
広,JIS X 0213,1-25-13,面区点番号
広,Shift_JIS-2004,8D4C,NULL
広,MJ文字図形名,MJ010963,NULL
広,戸籍統一文字番号,104440,NULL
広,住基ネット統一文字コード,J+5E83,NULL
交,Unicode,U+4EA4,NULL
交,JIS X 0213,1-24-82,面区点番号
交,Shift_JIS-2004,8CF0,NULL
交,MJ文字図形名,MJ006467,NULL
交,MJ文字図形名,MJ006468,NULL
交,MJ文字図形名,MJ006469,NULL
交,戸籍統一文字番号,003540,MJ006467
交,戸籍統一文字番号,003610,MJ006468
交,住基ネット統一文字コード,J+4EA4,MJ006467
交,住基ネット統一文字コード,J+AD2C,MJ006469
工,Unicode,U+5DE5,NULL
工,JIS X 0213,1-25-09,面区点番号
工,Shift_JIS-2004,8D48,NULL
工,MJ文字図形名,MJ010773,NULL
工,戸籍統一文字番号,098630,NULL
工,住基ネット統一文字コード,J+5DE5,NULL
光,Unicode,U+5149,NULL
光,JIS X 0213,1-24-87,面区点番号
光,Shift_JIS-2004,8CF5,NULL
光,MJ文字図形名,MJ007221,NULL
光,戸籍統一文字番号,015670,NULL
光,住基ネット統一文字コード,J+5149,NULL
公,Unicode,U+516C,NULL
公,JIS X 0213,1-24-88,面区点番号
公,Shift_JIS-2004,8CF6,NULL
公,MJ文字図形名,MJ007275,NULL
公,MJ文字図形名,MJ007276,NULL
公,戸籍統一文字番号,016930,MJ007275
公,戸籍統一文字番号,016980,MJ007276
公,住基ネット統一文字コード,J+516C,MJ007275
公,住基ネット統一文字コード,J+ADC9,MJ007276
考,Unicode,U+8003,NULL
考,JIS X 0213,1-25-45,面区点番号
考,Shift_JIS-2004,8D6C,NULL
考,MJ文字図形名,MJ020753,NULL
考,MJ文字図形名,MJ020754,NULL
考,戸籍統一文字番号,322170,MJ020753
考,住基ネット統一文字コード,J+8003,MJ020753
考,住基ネット統一文字コード,J+B8A6,MJ020754
黄,Unicode,U+9EC4,NULL
黄,JIS X 0213,1-18-11,面区点番号
黄,Shift_JIS-2004,89A9,NULL
黄,MJ文字図形名,MJ029870,NULL
黄,MJ文字図形名,MJ059263,NULL
黄,戸籍統一文字番号,542240,MJ029870
黄,戸籍統一文字番号,542250,MJ059263
黄,住基ネット統一文字コード,J+9EC4,MJ029870
行,Unicode,U+884C,NULL
行,JIS X 0213,1-25-52,面区点番号
行,Shift_JIS-2004,8D73,NULL
行,MJ文字図形名,MJ023863,NULL
行,戸籍統一文字番号,387050,NULL
行,住基ネット統一文字コード,J+884C,NULL
高,Unicode,U+9AD8,NULL
高,JIS X 0213,1-25-66,面区点番号
高,Shift_JIS-2004,8D82,NULL
高,MJ文字図形名,MJ028901,NULL
高,戸籍統一文字番号,513270,NULL
高,住基ネット統一文字コード,J+9AD8,NULL
合,Unicode,U+5408,NULL
合,JIS X 0213,1-25-71,面区点番号
合,Shift_JIS-2004,8D87,NULL
合,MJ文字図形名,MJ008063,NULL
合,戸籍統一文字番号,038110,NULL
合,住基ネット統一文字コード,J+5408,NULL
国,Unicode,U+56FD,NULL
国,JIS X 0213,1-25-81,面区点番号
国,Shift_JIS-2004,8D91,NULL
国,MJ文字図形名,MJ008851,NULL
国,戸籍統一文字番号,054260,NULL
国,住基ネット統一文字コード,J+56FD,NULL
谷,Unicode,U+8C37,NULL
谷,JIS X 0213,1-35-11,面区点番号
谷,Shift_JIS-2004,924A,NULL
谷,MJ文字図形名,MJ024866,NULL
谷,戸籍統一文字番号,410740,NULL
谷,住基ネット統一文字コード,J+8C37,NULL
黒,Unicode,U+9ED2,NULL
黒,JIS X 0213,1-25-85,面区点番号
黒,Shift_JIS-2004,8D95,NULL
黒,MJ文字図形名,MJ029893,NULL
黒,MJ文字図形名,MJ029894,NULL
黒,戸籍統一文字番号,215060,MJ029893
黒,戸籍統一文字番号,543430,MJ029894
黒,住基ネット統一文字コード,J+9ED2,MJ029894
細,Unicode,U+7D30,NULL
細,JIS X 0213,1-26-57,面区点番号
細,Shift_JIS-2004,8DD7,NULL
細,MJ文字図形名,MJ020024,NULL
細,戸籍統一文字番号,305550,NULL
細,住基ネット統一文字コード,J+7D30,NULL
才,Unicode,U+624D,NULL
才,JIS X 0213,1-26-45,面区点番号
才,Shift_JIS-2004,8DCB,NULL
才,MJ文字図形名,MJ012140,NULL
才,MJ文字図形名,MJ059295,NULL
才,戸籍統一文字番号,132630,MJ012140
才,住基ネット統一文字コード,J+624D,MJ012140
才,住基ネット統一文字コード,J+AD0B,MJ059295
作,Unicode,U+4F5C,NULL
作,JIS X 0213,1-26-78,面区点番号
作,Shift_JIS-2004,8DEC,NULL
作,MJ文字図形名,MJ006647,NULL
作,戸籍統一文字番号,006190,NULL
作,住基ネット統一文字コード,J+4F5C,NULL
算,Unicode,U+7B97,NULL
算,JIS X 0213,1-27-27,面区点番号
算,Shift_JIS-2004,8E5A,NULL
算,MJ文字図形名,MJ019529,NULL
算,戸籍統一文字番号,292340,NULL
算,住基ネット統一文字コード,J+7B97,NULL
紙,Unicode,U+7D19,NULL
紙,JIS X 0213,1-27-70,面区点番号
紙,Shift_JIS-2004,8E86,NULL
紙,MJ文字図形名,MJ019998,NULL
紙,戸籍統一文字番号,305010,NULL
紙,住基ネット統一文字コード,J+7D19,NULL
矢,Unicode,U+77E2,NULL
矢,JIS X 0213,1-44-80,面区点番号
矢,Shift_JIS-2004,96EE,NULL
矢,MJ文字図形名,MJ018394,NULL
矢,戸籍統一文字番号,267440,NULL
矢,住基ネット統一文字コード,J+77E2,NULL
姉,Unicode,U+59C9,NULL
姉,JIS X 0213,1-27-48,面区点番号
姉,Shift_JIS-2004,8E6F,NULL
姉,MJ文字図形名,MJ009632,NULL
姉,戸籍統一文字番号,070570,NULL
姉,住基ネット統一文字コード,J+59C9,NULL
市,Unicode,U+5E02,NULL
市,JIS X 0213,1-27-52,面区点番号
市,Shift_JIS-2004,8E73,NULL
市,MJ文字図形名,MJ010807,NULL
市,戸籍統一文字番号,099470,NULL
市,住基ネット統一文字コード,J+5E02,NULL
止,Unicode,U+6B62,NULL
止,JIS X 0213,1-27-63,面区点番号
止,Shift_JIS-2004,8E7E,NULL
止,MJ文字図形名,MJ014823,NULL
止,MJ文字図形名,MJ014824,NULL
止,戸籍統一文字番号,184480,MJ014823
止,戸籍統一文字番号,184490,MJ014824
止,住基ネット統一文字コード,J+6B62,MJ014823
時,Unicode,U+6642,NULL
時,JIS X 0213,1-27-94,面区点番号
時,Shift_JIS-2004,8E9E,NULL
時,MJ文字図形名,MJ013259,NULL
時,戸籍統一文字番号,156310,NULL
時,住基ネット統一文字コード,J+6642,NULL
寺,Unicode,U+5BFA,NULL
寺,JIS X 0213,1-27-91,面区点番号
寺,Shift_JIS-2004,8E9B,NULL
寺,MJ文字図形名,MJ010255,NULL
寺,戸籍統一文字番号,084190,NULL
寺,住基ネット統一文字コード,J+5BFA,NULL
自,Unicode,U+81EA,NULL
自,JIS X 0213,1-28-11,面区点番号
自,Shift_JIS-2004,8EA9,NULL
自,MJ文字図形名,MJ021296,NULL
自,戸籍統一文字番号,335850,NULL
自,住基ネット統一文字コード,J+81EA,NULL
色,Unicode,U+8272,NULL
色,JIS X 0213,1-31-07,面区点番号
色,Shift_JIS-2004,9046,NULL
色,MJ文字図形名,MJ021470,NULL
色,戸籍統一文字番号,341570,NULL
色,住基ネット統一文字コード,J+8272,NULL
室,Unicode,U+5BA4,NULL
室,JIS X 0213,1-28-28,面区点番号
室,Shift_JIS-2004,8EBA,NULL
室,MJ文字図形名,MJ010141,NULL
室,戸籍統一文字番号,081100,NULL
室,住基ネット統一文字コード,J+5BA4,NULL
社,Unicode,U+793E,NULL
社,JIS X 0213,1-28-50,面区点番号
社,Shift_JIS-2004,8ED0,NULL
社,MJ文字図形名,MJ018753,NULL
社,MJ文字図形名,MJ030274,NULL
社,MJ文字図形名,MJ058201,NULL
社,戸籍統一文字番号,275020,MJ018753
社,戸籍統一文字番号,275060,MJ030274
社,戸籍統一文字番号,275210,MJ058201
社,住基ネット統一文字コード,J+793E,MJ018753
社,住基ネット統一文字コード,J+FA4D,MJ030274
弱,Unicode,U+5F31,NULL
弱,JIS X 0213,1-28-69,面区点番号
弱,Shift_JIS-2004,8EE3,NULL
弱,MJ文字図形名,MJ011190,NULL
弱,MJ文字図形名,MJ011191,NULL
弱,戸籍統一文字番号,110660,MJ011190
弱,戸籍統一文字番号,110670,MJ011191
弱,住基ネット統一文字コード,J+B10E,MJ011190
弱,住基ネット統一文字コード,J+5F31,MJ011191
首,Unicode,U+9996,NULL
首,JIS X 0213,1-28-83,面区点番号
首,Shift_JIS-2004,8EF1,NULL
首,MJ文字図形名,MJ028594,NULL
首,戸籍統一文字番号,504580,NULL
首,住基ネット統一文字コード,J+9996,NULL
週,Unicode,U+9031,NULL
週,JIS X 0213,1-29-21,面区点番号
週,Shift_JIS-2004,8F54,NULL
週,MJ文字図形名,MJ025977,NULL
週,MJ文字図形名,MJ025978,NULL
週,戸籍統一文字番号,440850,MJ025977
週,戸籍統一文字番号,441220,MJ025978
週,住基ネット統一文字コード,J+9031,MJ025977
週,住基ネット統一文字コード,J+BCB8,MJ025978
秋,Unicode,U+79CB,NULL
秋,JIS X 0213,1-29-09,面区点番号
秋,Shift_JIS-2004,8F48,NULL
秋,MJ文字図形名,MJ019006,NULL
秋,戸籍統一文字番号,279390,NULL
秋,住基ネット統一文字コード,J+79CB,NULL
春,Unicode,U+6625,NULL
春,JIS X 0213,1-29-53,面区点番号
春,Shift_JIS-2004,8F74,NULL
春,MJ文字図形名,MJ013230,NULL
春,戸籍統一文字番号,155680,NULL
春,住基ネット統一文字コード,J+6625,NULL
書,Unicode,U+66F8,NULL
書,JIS X 0213,1-29-81,面区点番号
書,Shift_JIS-2004,8F91,NULL
書,MJ文字図形名,MJ013491,NULL
書,MJ文字図形名,MJ013492,NULL
書,戸籍統一文字番号,156680,MJ013491
書,戸籍統一文字番号,156730,MJ013492
書,住基ネット統一文字コード,J+66F8,MJ013492
少,Unicode,U+5C11,NULL
少,JIS X 0213,1-30-15,面区点番号
少,Shift_JIS-2004,8FAD,NULL
少,MJ文字図形名,MJ010286,NULL
少,戸籍統一文字番号,085030,NULL
少,住基ネット統一文字コード,J+5C11,NULL
場,Unicode,U+5834,NULL
場,JIS X 0213,1-30-76,面区点番号
場,Shift_JIS-2004,8FEA,NULL
場,MJ文字図形名,MJ009174,NULL
場,MJ文字図形名,MJ009175,NULL
場,戸籍統一文字番号,060210,MJ009174
場,戸籍統一文字番号,060730,MJ009175
場,住基ネット統一文字コード,J+5834,MJ009174
場,住基ネット統一文字コード,J+AF68,MJ009175
食,Unicode,U+98DF,NULL
食,JIS X 0213,1-31-09,面区点番号
食,Shift_JIS-2004,9048,NULL
食,MJ文字図形名,MJ028338,NULL
食,MJ文字図形名,MJ028339,NULL
食,戸籍統一文字番号,498080,MJ028338
食,戸籍統一文字番号,498130,MJ028339
食,住基ネット統一文字コード,J+98DF,MJ028338
食,住基ネット統一文字コード,J+BEFD,MJ028339
新,Unicode,U+65B0,NULL
新,JIS X 0213,1-31-23,面区点番号
新,Shift_JIS-2004,9056,NULL
新,MJ文字図形名,MJ013086,NULL
新,戸籍統一文字番号,152120,NULL
新,住基ネット統一文字コード,J+65B0,NULL
親,Unicode,U+89AA,NULL
親,JIS X 0213,1-31-38,面区点番号
親,Shift_JIS-2004,9065,NULL
親,MJ文字図形名,MJ024252,NULL
親,戸籍統一文字番号,396770,NULL
親,住基ネット統一文字コード,J+89AA,NULL
心,Unicode,U+5FC3,NULL
心,JIS X 0213,1-31-20,面区点番号
心,Shift_JIS-2004,9053,NULL
心,MJ文字図形名,MJ011369,NULL
心,戸籍統一文字番号,116250,NULL
心,住基ネット統一文字コード,J+5FC3,NULL
図,Unicode,U+56F3,NULL
図,JIS X 0213,1-31-62,面区点番号
図,Shift_JIS-2004,907D,NULL
図,MJ文字図形名,MJ008842,NULL
図,戸籍統一文字番号,054060,NULL
図,住基ネット統一文字コード,J+56F3,NULL
頭,Unicode,U+982D,NULL
頭,JIS X 0213,1-38-12,面区点番号
頭,Shift_JIS-2004,93AA,NULL
頭,MJ文字図形名,MJ028206,NULL
頭,戸籍統一文字番号,492610,NULL
頭,住基ネット統一文字コード,J+982D,NULL
数,Unicode,U+6570,NULL
数,JIS X 0213,1-31-84,面区点番号
数,Shift_JIS-2004,9094,NULL
数,MJ文字図形名,MJ013013,NULL
数,戸籍統一文字番号,149210,NULL
数,住基ネット統一文字コード,J+6570,NULL
西,Unicode,U+897F,NULL
西,JIS X 0213,1-32-30,面区点番号
西,Shift_JIS-2004,90BC,NULL
西,MJ文字図形名,MJ024196,NULL
西,MJ文字図形名,MJ024197,NULL
西,戸籍統一文字番号,395020,MJ024196
西,戸籍統一文字番号,395030,MJ024197
西,住基ネット統一文字コード,J+897F,MJ024196
西,住基ネット統一文字コード,J+C0FB,MJ024197
星,Unicode,U+661F,NULL
星,JIS X 0213,1-32-17,面区点番号
星,Shift_JIS-2004,90AF,NULL
星,MJ文字図形名,MJ013222,NULL
星,戸籍統一文字番号,155610,NULL
星,住基ネット統一文字コード,J+661F,NULL
声,Unicode,U+58F0,NULL
声,JIS X 0213,1-32-28,面区点番号
声,Shift_JIS-2004,90BA,NULL
声,MJ文字図形名,MJ009387,NULL
声,戸籍統一文字番号,064630,NULL
声,住基ネット統一文字コード,J+58F0,NULL
晴,Unicode,U+6674,NULL
晴,JIS X 0213,1-32-18,面区点番号
晴,Shift_JIS-2004,90B0,NULL
晴,MJ文字図形名,MJ013313,NULL
晴,MJ文字図形名,MJ030199,NULL
晴,戸籍統一文字番号,157540,MJ013313
晴,戸籍統一文字番号,157530,MJ030199
晴,住基ネット統一文字コード,J+6674,MJ013313
晴,住基ネット統一文字コード,J+FA12,MJ030199
雪,Unicode,U+96EA,NULL
雪,JIS X 0213,1-32-67,面区点番号
雪,Shift_JIS-2004,90E1,NULL
雪,MJ文字図形名,MJ027774,NULL
雪,MJ文字図形名,MJ027775,NULL
雪,戸籍統一文字番号,478750,MJ027774
雪,戸籍統一文字番号,478760,MJ027775
雪,住基ネット統一文字コード,J+BE98,MJ027774
雪,住基ネット統一文字コード,J+96EA,MJ027775
切,Unicode,U+5207,NULL
切,JIS X 0213,1-32-58,面区点番号
